V2V车辆数据包
车辆id     数据包id      数据包到达时间       数据包离开时间        数据包长度
1	0	0	0	115429213
1	1	0.07505799694947661	0	25261584
1	2	3.1768902571611872	0	35843838
1	3	3.62258246664954	0	86252942
1	4	4.670720820372871	0	29535260
1	5	8.558549610131333	0	15056466
1	6	8.584259306220257	0	23484715
2	0	0	0	13692015
2	1	0.2403359372455813	0	11871406
2	2	0.6229570988986438	0	45851017
2	3	1.0749606614780056	0	43010829
2	4	1.316787613140137	0	24933738
2	5	2.156503544071852	0	31875478
2	6	5.883037852107123	0	24265941
2	7	8.676016962275462	0	8237132
2	8	9.117653732217848	0	69035943
2	9	9.903162608743333	0	11455658
3	0	0	0	24399514
3	1	0.6039912974949195	0	10559160
3	2	0.7105112822009577	0	26837647
3	3	2.4146380907409863	0	46092278
3	4	4.39764118991298	0	23090782
3	5	4.5577141345613095	0	46449796
3	6	5.467474959348187	0	17594245
3	7	5.498463233921379	0	24807721
3	8	6.625822449173049	0	21455733
3	9	6.675714933755536	0	2883245
3	10	7.212398211853051	0	103803706
3	11	8.626369646738441	0	12341473
4	0	0	0	55208575
4	1	0.15754589386436887	0	51854044
4	2	1.2177343278036776	0	125102832
4	3	3.637867200257561	0	10032603
4	4	3.8174293118759524	0	1714752
4	5	4.288319080270238	0	13511718
4	6	5.033753574154756	0	126542913
4	7	6.056763933762803	0	4295053
4	8	8.040608775028476	0	8283837
4	9	9.762158931093875	0	22400007
5	0	0	0	6789713
5	1	2.4006862746666817	0	37612311
5	2	3.154843391514722	0	9671809
5	3	3.302672753269657	0	103585420
5	4	3.401248117937767	0	1700071
5	5	4.718837449693039	0	61794624
5	6	5.136850907682327	0	26934865
5	7	8.531346006121158	0	42564561
5	8	9.38186260666338	0	10383962
6	0	0	0	48682980
6	1	0.9056189640488752	0	54174060
6	2	1.2879931150014443	0	6396997
6	3	3.4941021261367204	0	11903883
6	4	4.222501084676538	0	32451530
6	5	4.571984986537829	0	962375
6	6	8.70275822327379	0	32582517
6	7	9.008713617263153	0	35740970
6	8	9.010411592518603	0	45407776
6	9	9.830257989587158	0	9974646
6	10	9.836453869986316	0	82423172
7	0	0	0	13270197
7	1	0.3164298812457575	0	17188395
7	2	0.5147556424948776	0	10924790
7	3	2.231475465173756	0	41803052
7	4	2.3509615580549488	0	67957116
7	5	2.942838249257697	0	18656053
7	6	6.235184037147766	0	62905659
7	7	6.268058868028516	0	85828781
7	8	9.145903390913144	0	19876115
8	0	0	0	364980
8	1	2.5777532519710094	0	4321468
8	2	3.751428395852268	0	2230050
8	3	7.5132202173486355	0	136233614
8	4	8.304593165706954	0	42438198
8	5	8.638458496417755	0	16015957
9	0	0	0	16928836
9	1	1.2401627317404076	0	16908299
9	2	2.7325476635274013	0	349494
9	3	3.186854282562147	0	61210890
9	4	3.3901903499187185	0	721279
9	5	3.8104791425981563	0	72135723
9	6	4.078626868131	0	45696641
9	7	4.710496510617848	0	22657704
9	8	7.231735782993304	0	21966480
9	9	9.594407164781177	0	60699772
10	0	0	0	122534285
10	1	4.841889467276901	0	8368401
10	2	7.780197104622722	0	82590785
11	0	0	0	15724395
11	1	0.8215873630494255	0	9890217
11	2	3.456106118284623	0	21423449
11	3	4.400135329754292	0	104920591
11	4	4.62759165913971	0	487193
11	5	5.100682473531312	0	14756647
11	6	5.700664155392326	0	9280298
11	7	6.379864287995147	0	102775105
11	8	8.445111232407108	0	167491808
11	9	8.697070345481663	0	70008936
11	10	9.014055998605203	0	7008666
12	0	0	0	35027909
12	1	0.6957044945949594	0	29269545
12	2	1.7717211953757515	0	125982764
12	3	3.645353719540572	0	52628959
12	4	3.926325645608015	0	20345277
12	5	3.938255466942849	0	80890062
12	6	4.816383545499919	0	19615096
12	7	4.834465405063254	0	58148492
12	8	5.3196999649611465	0	16426033
12	9	6.78405439603445	0	43577150
12	10	8.422990694438822	0	9618802
13	0	0	0	90017035
13	1	2.2421687470831024	0	29125273
13	2	2.515783378670378	0	39720734
13	3	2.5260140728737603	0	66360770
13	4	2.9841670325335037	0	2681908
13	5	3.3992195698631518	0	8849170
13	6	3.481772852594848	0	6287867
13	7	5.632309443656701	0	437603
13	8	5.718562350403841	0	71360109
13	9	6.72527044185512	0	69641929
13	10	7.255545993162707	0	8164281
13	11	7.609079997474092	0	1727702
14	0	0	0	4521512
14	1	1.1519125188915402	0	24565068
14	2	1.4767854420042266	0	20645716
14	3	2.1747178768182005	0	4078289
14	4	4.528218525734424	0	34357745
14	5	5.736568354627303	0	67697829
14	6	6.44224217884224	0	19629276
14	7	6.845727947245443	0	36500110
14	8	8.230389268921432	0	9112821
15	0	0	0	48340493
15	1	0.35234080805073426	0	4369483
15	2	1.1262044242868863	0	10202478
15	3	1.6429042444086046	0	98798845
15	4	2.210948221244806	0	26503542
15	5	3.5197560584061547	0	50522272
15	6	4.167860376864395	0	5457328
15	7	6.610546299190729	0	55700271
15	8	6.639858475224096	0	1616063
15	9	8.076286711420444	0	5373387
16	0	0	0	26780186
16	1	1.306073390717607	0	16304440
16	2	1.308795672104513	0	46431540
16	3	2.549209521096705	0	7972912
16	4	2.719232104646757	0	136397492
16	5	6.900367863541971	0	53951336
16	6	6.944207914335822	0	62825749
16	7	7.297352561284223	0	146053274
17	0	0	0	2002427
17	1	0.07989212919868387	0	23388950
17	2	1.3494735487234617	0	79374597
17	3	1.7477130985094669	0	56824824
17	4	2.5965161389681075	0	39686364
17	5	3.151502475199975	0	25183471
17	6	4.51772976063673	0	568033
17	7	5.1181152551419755	0	41440165
17	8	5.582566058661076	0	32788020
17	9	6.584429588115244	0	21833702
17	10	7.698236298593812	0	17437776
17	11	8.468713102507756	0	10927852
17	12	8.816074230325947	0	3365849
17	13	9.27363978956516	0	137120709
18	0	0	0	18111969
18	1	1.2342058118873198	0	46844141
18	2	1.521547761895295	0	30525201
18	3	3.5431047818415777	0	22416610
18	4	3.952937394086612	0	84472376
18	5	4.341861407408596	0	72740129
18	6	4.479808169671618	0	6660942
18	7	5.2221441152848715	0	62620094
18	8	5.672721567962259	0	443380
18	9	5.697440791138772	0	42536865
18	10	7.15924582313389	0	15667479
18	11	7.171289493214318	0	10308101
18	12	7.603863138790445	0	178135046
18	13	8.901087090937867	0	24116046
18	14	8.991201427199819	0	81984616
18	15	9.969943426850236	0	19554534
19	0	0	0	61371089
