V2V车辆数据包
车辆id     数据包id      数据包到达时间       数据包离开时间        数据包长度
19	1	0.07318444433910787	0	74284520
19	2	0.6470116938381548	0	2817730
19	3	4.913701960294373	0	10531183
19	4	5.95075698662624	0	6042105
19	5	6.043766631042736	0	5185735
19	6	6.691898452353529	0	72883562
19	7	7.071468526256851	0	2319944
19	8	9.632712521695709	0	2309874
19	9	9.861588712712805	0	19310818
20	0	0	0	15623828
20	1	0.2239398633437094	0	67575275
20	2	0.8763465953428231	0	2228125
20	3	1.79648277773186	0	69563611
20	4	2.505959391303564	0	25283888
20	5	3.962205349138194	0	32736497
20	6	4.106727842896527	0	6192811
20	7	4.416896034813638	0	11468656
20	8	5.947732225956991	0	54251399
20	9	6.432849309290392	0	65601451
20	10	7.8464617761189555	0	54915676
20	11	7.978061510173104	0	100826124
20	12	8.47314728859818	0	39190239
20	13	8.602534252139172	0	2580010
20	14	8.858933291422819	0	15543570
20	15	8.925743392163486	0	9423626
